S.No.,Product Name,Input Image Urls,Output Image Urls
1,SKU1,https://www.w3schools.com/w3images/avatar2.png, https://www.w3schools.com/w3images/avatar2.png,https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176196904-66d419843f9648aac388b789-0.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073637Z&X-Amz-Expires=18000&X-Amz-Signature=2457ce1afbcaa2bb959f9165ee3367bde3058712ceca4c499efc0065ed832cdc&X-Amz-SignedHeaders=host&x-id=GetObject, https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176197422-66d419843f9648aac388b789-0.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073637Z&X-Amz-Expires=18000&X-Amz-Signature=d59fd44bba1c83c2998d2835143c745252a05c6d753c8eb2e66c166f87d606a3&X-Amz-SignedHeaders=host&x-id=GetObject
2,SKU2,https://www.w3schools.com/w3images/avatar2.png, https://www.w3schools.com/w3images/avatar2.png,https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176197799-66d419843f9648aac388b789-1.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073638Z&X-Amz-Expires=18000&X-Amz-Signature=2ae515132a88acfb5f132f4a7b63afe55acfb5c11b020b4d27b5ea0ba4dc4e69&X-Amz-SignedHeaders=host&x-id=GetObject, https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176198206-66d419843f9648aac388b789-1.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073638Z&X-Amz-Expires=18000&X-Amz-Signature=5c4da0bda82e4927f080d38124185670b601b9491578806f3b08450bf1d3499d&X-Amz-SignedHeaders=host&x-id=GetObject
3,SKU3,https://www.w3schools.com/w3images/avatar2.png, https://www.w3schools.com/w3images/avatar2.png,https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176198581-66d419843f9648aac388b789-2.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073638Z&X-Amz-Expires=18000&X-Amz-Signature=4fbffe479ec54e464ab785bb43a720ee194d467f305498cafec3b33f64e598fd&X-Amz-SignedHeaders=host&x-id=GetObject, https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176198966-66d419843f9648aac388b789-2.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073639Z&X-Amz-Expires=18000&X-Amz-Signature=4c6b85333ef626e21c6e0be96c175b92f194cafe66d479bb78e2b41b7be13a8b&X-Amz-SignedHeaders=host&x-id=GetObject
4,SKU4,https://www.w3schools.com/w3images/avatar2.png, https://www.w3schools.com/w3images/avatar2.png,https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176199374-66d419843f9648aac388b789-3.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073639Z&X-Amz-Expires=18000&X-Amz-Signature=45fe6923ea24af9951767aae5e873d8072847fae93923cbf0777f7f5a57af98a&X-Amz-SignedHeaders=host&x-id=GetObject, https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176200156-66d419843f9648aac388b789-3.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073640Z&X-Amz-Expires=18000&X-Amz-Signature=0dea039b528c8639ff42a70efc1603a199f8384ea08ac8bd9a2a80ecc7d7c170&X-Amz-SignedHeaders=host&x-id=GetObject
5,SKU5,https://www.w3schools.com/w3images/avatar2.png, https://www.w3schools.com/w3images/avatar2.png,https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176200613-66d419843f9648aac388b789-4.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073640Z&X-Amz-Expires=18000&X-Amz-Signature=933e1d45763a75ed17cc3a7193b71140297fa9a54cd74b6a182ca4c13ad00aec&X-Amz-SignedHeaders=host&x-id=GetObject, https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176200996-66d419843f9648aac388b789-4.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073641Z&X-Amz-Expires=18000&X-Amz-Signature=6465f816aacba2a3ead0a1ae0ad23a8ba287f0e0e8b08836a3adbbc4f495d47b&X-Amz-SignedHeaders=host&x-id=GetObject
6,SKU6,https://www.w3schools.com/w3images/avatar2.png, https://www.w3schools.com/w3images/avatar2.png,https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176201385-66d419843f9648aac388b789-5.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073641Z&X-Amz-Expires=18000&X-Amz-Signature=4b03285bc285fb26f21bd5f6d39a84a54479a63db710afe7212bc2bdb46102e0&X-Amz-SignedHeaders=host&x-id=GetObject, https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176201756-66d419843f9648aac388b789-5.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073642Z&X-Amz-Expires=18000&X-Amz-Signature=d58d21cfc808104bf165ef533f6859da23734f2fe15a2d297110d359420a8f81&X-Amz-SignedHeaders=host&x-id=GetObject
7,SKU7,https://www.w3schools.com/w3images/avatar2.png, https://www.w3schools.com/w3images/avatar2.png,https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176202109-66d419843f9648aac388b789-6.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073642Z&X-Amz-Expires=18000&X-Amz-Signature=5a2e00e41058890621699b74c9da8a22d03a04b2355926b084a5dcfa49ed19c2&X-Amz-SignedHeaders=host&x-id=GetObject, https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176202475-66d419843f9648aac388b789-6.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073643Z&X-Amz-Expires=18000&X-Amz-Signature=74f47b4f6541e66d170c92576eb4be63bea7742b383e71d20e7109ffd496c443&X-Amz-SignedHeaders=host&x-id=GetObject
8,SKU8,https://www.w3schools.com/w3images/avatar2.png, https://www.w3schools.com/w3images/avatar2.png,https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176203294-66d419843f9648aac388b789-7.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073643Z&X-Amz-Expires=18000&X-Amz-Signature=504a416d513622389ece32efbdc7d054da7f4c75634b3f4d0ef2fc620c240a04&X-Amz-SignedHeaders=host&x-id=GetObject, https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176203768-66d419843f9648aac388b789-7.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073644Z&X-Amz-Expires=18000&X-Amz-Signature=35833355815c5879573ba2ccde0f7ad7dc297e987ae891a807b2668f56aa5281&X-Amz-SignedHeaders=host&x-id=GetObject
9,SKU9,https://www.w3schools.com/w3images/avatar2.png, https://www.w3schools.com/w3images/avatar2.png,https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176204115-66d419843f9648aac388b789-8.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073644Z&X-Amz-Expires=18000&X-Amz-Signature=5cdd2651cb0673e0fc5b2d7232b84e40e0c710998c3690c1495d6a22fb47ff5f&X-Amz-SignedHeaders=host&x-id=GetObject, https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176204538-66d419843f9648aac388b789-8.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073644Z&X-Amz-Expires=18000&X-Amz-Signature=6d3b393859e180bcee48320a681c299be3dde13133a469b6ff0f9d7389fa180a&X-Amz-SignedHeaders=host&x-id=GetObject
10,SKU10,https://www.w3schools.com/w3images/avatar2.png, https://www.w3schools.com/w3images/avatar2.png,https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176204906-66d419843f9648aac388b789-9.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073645Z&X-Amz-Expires=18000&X-Amz-Signature=5aa6de2b8fca9465f77f5698b6510aef379e5ca0a2d1b941c3a0e2272b95082f&X-Amz-SignedHeaders=host&x-id=GetObject, https://mayank-bucket-2-private.s3.ap-south-1.amazonaws.com/processed-images/reqIddc9cace3-d03a-4737-bbe5-9e8b399e3205/1725176205268-66d419843f9648aac388b789-9.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA6GBMHJQR7PZRZYN5%2F20240901%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20240901T073645Z&X-Amz-Expires=18000&X-Amz-Signature=79fb94915e30a81b8a2f535c31c5e0cf5293bd16a3d4d644559486693cf3f905&X-Amz-SignedHeaders=host&x-id=GetObject
